"location","zipcode","urban","population","r_vote","migration"
NA,"ZIP is  14937",0,25764,3.01497280975745,1.58108836664115
"Castle Rock","ZIP is  15109",1,65658,-8.9336176325024,-32.847604521686
"Gravity Falls","ZIP:  16124",1,24649,-4.37090656567169,-26.1914900317189
"Innsmouth","Zip  14483",1,51682,-7.53721190814715,-31.9815019860936
"Innsmouth","Zip  15530",1,51682,-5.22280823443504,-8.21638214765416
"Ebbing","ZIP:  17728",0,83511,8.03245400710081,-0.629364519814958
"Belleville","14896",1,57290,-7.02870175666323,-18.5707221480345
"Hilltop","Zip  15363",1,15690,-4.35184066608711,-34.6076233386396
"Ebbing","14234",0,83511,10.9082107507185,31.5292238565606
"Flagstone","Zip  16145",1,106161,-12.3368683952213,-30.4804973525659
"Ebbing","ZIP is  17924",0,83511,6.72612252816399,2.6659021737861
"Krasnoy","Zip  18199",1,113419,-13.7329085422715,-33.9958941033529
"Krasnoy","ZIP:  17694",1,113419,-15.8378054387201,-57.5264239515355
"Krasnoy","ZIP is  17549",1,113419,-13.199568605108,-31.3993638127062
"Ebbing","ZIP is  14472",0,83511,8.06847323819085,7.31495465202389
"Krasnoy","ZIP is  14482",1,113419,-11.3588238277252,-18.5396412579403
"Castle Rock","ZIP is  15278",1,65658,-7.16860797685073,-14.6373097033661
"Innsmouth","18781",1,51682,-4.09162365242091,2.94033662111779
"Alphaville","14477",0,164039,15.5903725293154,8.47363680829393
"Hilltop","15054",1,15690,-2.51506980800591,-13.9095033072783
"Castle Rock","ZIP:  15956",1,65658,-10.6800936851638,-48.095598358595
"Alphaville","Zip  14125",0,164039,15.7566670471035,13.862013320051
"Hilltop","ZIP:  16337",1,15690,-3.50476022738727,-21.6366968942741
"Hilltop","16013",1,15690,-4.76004949398527,-37.3564812867727
"Innsmouth","ZIP:  17727",1,51682,-8.84238363874471,-45.3391932044723
"Gravity Falls","ZIP:  18545",1,24649,-5.54564057365467,-31.8824118637183
"Janestown","ZIP is  17048",1,3092,-1.64444633384312,-9.47284625083831
"Hilltop","15306",1,15690,-4.98909944580839,-39.7292183135878
"Hilltop","15148",1,15690,-2.21268720860125,-10.6494800421611
"Belleville","14084",1,57290,-9.42630216781899,-47.9441705059922
"Belleville","ZIP is  15190",1,57290,-7.29570901680976,-33.95716305128
"Flagstone","15600",1,106161,-13.4735009574938,-36.7325861817727
"Innsmouth","15864",1,51682,-6.02122898891459,-14.5951227954791
"Hilltop","ZIP:  17760",1,15690,-3.05152446413509,-19.9018015510867
"Innsmouth","ZIP is  18875",1,51682,-7.21657516280961,-28.3338065653786
"Krasnoy","14386",1,113419,-13.2570861430284,-44.5679883517664
"Krasnoy","17649",1,113419,-12.3404003958663,-26.1247899364511
"Dogville","17537",0,25764,3.03425508727553,5.71911047660775
"Janestown","17677",1,3092,-2.58473546277617,-23.9875318476941
"Belleville","Zip  15049",1,57290,-7.61642620494159,-27.544891015171
"Krasnoy","16091",1,113419,-13.4428594275201,-31.3635965691703
"Janestown","Zip  16655",1,3092,-1.40403501859233,-7.05635553535565
"Janestown","Zip  15355",1,3092,-2.65707922632638,-26.7647232054348
"Janestown","ZIP:  15271",1,3092,-3.42325285837871,-33.423068777518
"Janestown","14617",1,3092,-1.36400527245644,-13.7100565459468
"Hilltop","ZIP:  16103",1,15690,-3.80238104426869,-26.0818739801612
"Innsmouth","Zip  17961",1,51682,-7.737173425204,-41.1942705231381
"Dogville","14267",0,25764,2.58750224807101,1.51052854952513
"Janestown","14246",1,3092,-1.94207687619775,-18.2038232403126
"Castle Rock","15285",1,65658,-9.27194651240527,-35.4678598354445
"Castle Rock","Zip  15056",1,65658,-7.95858484994709,-19.4101002827181
"Hilltop","ZIP:  17212",1,15690,-4.36122044238129,-42.6472733654381
"Janestown","ZIP:  14407",1,3092,-2.17978200785118,-27.6594013176935
"Janestown","Zip  18097",1,3092,-2.33029129493202,-22.4047957989881
"Flagstone","ZIP is  17832",1,106161,-11.563012267227,-23.7634675092693
"Janestown","ZIP is  16821",1,3092,-0.958782398184944,-6.07994471414644
"Dogville","ZIP:  16870",0,25764,3.48344615627548,8.63208948123607
"Gravity Falls","ZIP:  15486",1,24649,-4.24864036976607,-23.9601285372419
"Belleville","ZIP:  14276",1,57290,-7.73657467084331,-31.3982609382405
"Innsmouth","ZIP is  17294",1,51682,-8.23152045198194,-39.1980065443895
"Ebbing","Zip  17026",0,83511,9.10491770561501,13.0852879505465
"Gravity Falls","Zip  15776",1,24649,-4.43443179609254,-28.6873891424006
"Janestown","ZIP is  14703",1,3092,-3.30288458270034,-37.602306473787
"Innsmouth","ZIP:  16639",1,51682,-6.94500476452228,-25.5805569747859
"Janestown","Zip  17205",1,3092,-1.55338803992901,-15.0261650463523
"Flagstone","ZIP is  14839",1,106161,-14.0099879475368,-58.2002445444853
"Ebbing","ZIP is  17200",0,83511,6.83355946597973,-3.75228570771956
"Alphaville","Zip  16165",0,164039,16.0084162177235,11.8345962710381
"Belleville","ZIP:  16823",1,57290,-7.15281450164179,-23.5418844626893
"Ebbing","ZIP:  16018",0,83511,7.8993121423537,3.21153065680576
"Ebbing","ZIP:  17484",0,83511,10.1183172428049,17.2451419733182
"Belleville","ZIP is  16345",1,57290,-7.90916523590802,-32.5874257973591
"Krasnoy","Zip  18208",1,113419,-11.475588295438,-18.8905123403786
"Krasnoy","ZIP is  14313",1,113419,-12.6968996483439,-27.3056946760482
"Flagstone","Zip  14081",1,106161,-12.3593261778951,-33.2251950460925
"Krasnoy","Zip  17462",1,113419,-13.9143214770473,-32.3710219566483
"Flagstone","17140",1,106161,-12.291354425292,-31.9234027006871
"Belleville","Zip  18625",1,57290,-5.72211293301607,-9.42176775076574
"Ebbing","ZIP is  15610",0,83511,8.90882698199938,13.8030697745654
"Belleville","ZIP is  17549",1,57290,-7.7577368389536,-29.4554918929427
"Ebbing","ZIP is  18685",0,83511,9.14912323556758,18.6763186657019
"Hilltop","ZIP is  14004",1,15690,-3.3189814724494,-15.9492455843285
"Dogville","ZIP:  14732",0,25764,1.13455013318348,-14.1783364046343
"Dogville","Zip  14993",0,25764,4.7096694992309,26.6932803754483
"Castle Rock","ZIP is  14948",1,65658,-8.2329106300544,-25.8474730245758
"Krasnoy","ZIP is  16946",1,113419,-12.0663315418043,-28.7701596677636
"Hilltop","17127",1,15690,-2.4683361506834,-10.9786480957181
"Castle Rock","Zip  14559",1,65658,-9.44853763204978,-38.8508415421281
"Alphaville","ZIP is  15828",0,164039,16.1594246531181,17.1626753156364
"Hilltop","ZIP is  17595",1,15690,-1.40938570529739,-3.53328644721745
"Alphaville","ZIP:  15281",0,164039,17.3970743030053,38.3110596436028
"Alphaville","17483",0,164039,15.6134540174395,5.39173813875449
"Belleville","Zip  16500",1,57290,-8.6804738031401,-38.2065948309088
"Dogville","14259",0,25764,1.46906387860432,-8.12509564807483
"Krasnoy","ZIP is  17921",1,113419,-13.4360392662955,-32.8665990847563
"Janestown","ZIP:  14631",1,3092,-3.60841431932869,-28.9101814947179
"Janestown","ZIP:  18758",1,3092,-2.88999052054753,-30.0322265727612
"Gravity Falls","18372",1,24649,-3.7339569002982,-15.5159523426382
"Krasnoy","ZIP is  18682",1,113419,-12.7033489488902,-27.2485691610443
"Krasnoy","Zip  15388",1,113419,-14.973189320079,-49.6855673702273
"Ebbing","ZIP is  18032",0,83511,9.69854925988932,16.6626201973076
"Belleville","ZIP:  16604",1,57290,-9.16180453275366,-43.8909848979432
"Innsmouth","14293",1,51682,-8.10447303328133,-39.1848743122183
"Ebbing","ZIP is  17356",0,83511,7.08222711838089,-2.59005355533525
"Hilltop","15722",1,15690,-4.66784906153202,-36.7635342927993
"Belleville","ZIP:  16606",1,57290,-7.21988630139679,-33.0652728624088
"Belleville","15067",1,57290,-7.67077903144137,-31.9593141924898
"Krasnoy","ZIP:  17935",1,113419,-12.140408136981,-22.2598503693483
"Alphaville","Zip  17772",0,164039,15.9627328125639,11.1888906649573
"Janestown","Zip  16438",1,3092,-3.08763866082914,-30.465339065827
"Innsmouth","ZIP is  14620",1,51682,-8.05965778845693,-38.0965295997955
"Dogville","ZIP:  17542",0,25764,1.12757688303844,-19.4829749938895
"Gravity Falls","ZIP:  17626",1,24649,-5.17850587201936,-30.9459512351003
"Belleville","ZIP is  17023",1,57290,-5.66476611744772,-8.53651878868827
"Castle Rock","ZIP is  14858",1,65658,-7.58681055324524,-19.0943003489825
"Belleville","15137",1,57290,-9.56125149438294,-47.8115228183507
"Flagstone","16862",1,106161,-13.499469315091,-44.6518858707313
"Hilltop","ZIP:  18437",1,15690,-3.33461102381008,-24.2800172934373
"Castle Rock","Zip  17705",1,65658,-6.04036862414765,-6.77024222094203
"Ebbing","15066",0,83511,9.14642592205275,17.1567563060976
"Gravity Falls","Zip  17391",1,24649,-3.79977051421142,-18.8638937234372
"Flagstone","15981",1,106161,-11.8245173213461,-25.3597471193497
"Gravity Falls","Zip  17920",1,24649,-5.41626648124343,-32.7682040310082
"Hilltop","Zip  18627",1,15690,-2.67491886284799,-16.5349572340637
"Dogville","ZIP is  15588",0,25764,2.87462007116177,7.03855690877279
"Hilltop","16252",1,15690,-3.63554965072716,-24.0765271482179
"Ebbing","15133",0,83511,7.03305799322234,-14.6678602810671
"Krasnoy","ZIP:  15219",1,113419,-12.0698046877864,-22.3319064357932
"Ebbing","ZIP is  18546",0,83511,8.09608751296201,8.57143536561435
"Alphaville","ZIP:  17064",0,164039,16.2352184290043,16.272782966403
"Hilltop","ZIP is  16633",1,15690,-3.52155772659523,-31.0504671279881
"Dogville","ZIP is  15513",0,25764,3.52997080700676,1.72443748881013
"Hilltop","Zip  17667",1,15690,-4.28547649950553,-29.6873841017024
"Krasnoy","ZIP:  18874",1,113419,-13.3874175259097,-35.2234926101298
"Alphaville","Zip  17751",0,164039,15.460230469202,6.2725268235079
"Innsmouth","16394",1,51682,-7.81677468453923,-24.5413995521001
"Castle Rock","Zip  14261",1,65658,-7.35799189419708,-15.6851279438915
"Janestown","15064",1,3092,-2.30659801322133,-24.6823318758021
"Innsmouth","14697",1,51682,-6.52653078023551,-22.4818094111139
"Ebbing","15665",0,83511,8.89040145465153,14.8105825043421
"Castle Rock","ZIP:  17141",1,65658,-8.79004644427246,-40.4705294097666
"Hilltop","ZIP is  16521",1,15690,-3.53664343921803,-23.2858325110673
"Flagstone","14345",1,106161,-12.8031358772748,-38.5223016463741
"Krasnoy","Zip  14963",1,113419,-14.5408266543479,-46.1643746976846
"Innsmouth","ZIP is  14959",1,51682,-7.6041973850119,-31.900329748119
"Gravity Falls","Zip  16650",1,24649,-3.20442886787049,-9.25561127969788
"Krasnoy","Zip  18842",1,113419,-13.9723039755598,-54.9197924444907
"Gravity Falls","ZIP is  15175",1,24649,-3.26493546303021,-9.2691318566619
"Ebbing","ZIP:  14309",0,83511,8.94016023925665,13.8391020282925
"Belleville","18541",1,57290,-6.18053734119155,-12.3476380397804
"Alphaville","17682",0,164039,17.3350186954347,34.4389022738979
"Innsmouth","ZIP is  18253",1,51682,-6.23747215102831,-12.6166694559527
"Krasnoy",NA,1,113419,-11.9836466851325,-15.7949986744075
"Gravity Falls","ZIP is  17599",1,24649,-3.84684163321461,-20.0190594435189
"Dogville","ZIP is  15176",0,25764,2.90172911015479,8.38460402715642
"Krasnoy","ZIP is  14691",1,113419,-14.3936813698674,-47.0773292596329
"Dogville","ZIP is  17193",0,25764,5.06287883216657,19.2318048086696
"Belleville","ZIP is  17429",1,57290,-8.26592695815948,-38.2463026010296
"Belleville","15135",1,57290,-6.71861535173119,-17.6769391496831
"Dogville","ZIP is  15298",0,25764,3.20663172209573,8.80960240905766
"Castle Rock","ZIP:  17993",1,65658,-9.66772480095184,-32.1624522712369
"Castle Rock","ZIP:  18547",1,65658,-8.47624066504388,-37.6575906516685
"Krasnoy","ZIP is  17953",1,113419,-11.59565032462,-13.2284546218332
"Janestown","Zip  17486",1,3092,-3.19684695179485,-32.9384803251921
"Belleville","15744",1,57290,-7.95711448420129,-30.0422866729096
"Alphaville","Zip  18510",0,164039,15.811578075689,10.7950157350392
"Belleville","ZIP:  14163",1,57290,-6.70342567939389,-23.0587874786273
"Gravity Falls","ZIP:  17894",1,24649,-3.15853191826656,-9.65048207412881
"Gravity Falls","ZIP is  18324",1,24649,-4.87821658750018,-28.909885142798
"Krasnoy","ZIP is  15036",1,113419,-13.0027341563047,-31.2698270805752
"Castle Rock","16184",1,65658,-9.48647561812834,-27.8901390101664
"Krasnoy","ZIP:  18543",1,113419,-13.6558928111284,-43.7752117027779
"Castle Rock","ZIP is  14713",1,65658,-8.09716833608586,-22.169952521222
"Janestown","ZIP:  16522",1,3092,-2.29654615112906,-24.3831979162222
"Janestown","ZIP:  15153",1,3092,-3.29068957937186,-31.8033784532458
"Ebbing","ZIP is  14901",0,83511,8.9941527572437,10.0775277177893
"Gravity Falls","ZIP:  17273",1,24649,-5.07088271663862,-23.4682053113122
"Dogville","Zip  14506",0,25764,1.72533161300391,-4.00961261703402
"Ebbing","Zip  15400",0,83511,8.38990149813768,8.89365834261826
"Flagstone","16978",1,106161,-11.482535452144,-23.2408455722192
"Hilltop","17225",1,15690,-3.31043344815267,-18.7444492906159
"Dogville","ZIP is  16122",0,25764,1.48071402059385,-12.9182100825951
"Innsmouth","17301",1,51682,-6.94432060720186,-27.2614346770133
"Hilltop","ZIP is  14795",1,15690,-3.43486645895859,-23.1592515374801
"Innsmouth","ZIP:  15696",1,51682,-7.80504581222622,-35.2406176923723
"Flagstone","17195",1,106161,-12.9043022187261,-47.6976120074591
"Gravity Falls","Zip  14153",1,24649,-4.43985806999699,-18.0019833119971
"Janestown","14259",1,3092,-1.88868622838701,-16.1377856616182
"Castle Rock","ZIP:  16640",1,65658,-8.21720666654901,-27.2840625943663
"Dogville","Zip  16049",0,25764,1.010955616405,-13.276635110203
"Flagstone","Zip  17797",1,106161,-12.0377957955112,-28.8453007395597
"Belleville","Zip  17044",1,57290,-6.61289678167057,-16.0554833578299
"Gravity Falls","Zip  17063",1,24649,-5.32675873243021,-31.8426173783258
"Alphaville","Zip  17922",0,164039,18.3652659226021,37.2978073126911
"Krasnoy","ZIP is  17785",1,113419,-11.815428579545,-19.7650520741129
"Gravity Falls","Zip  18341",1,24649,-3.68694610740782,-19.9757695222098
"Innsmouth","ZIP:  15527",1,51682,-6.3465586500739,-23.8994753048
"Krasnoy","ZIP is  18466",1,113419,-14.0681225621526,-40.8248919772877
"Ebbing","Zip  16056",0,83511,7.81275039423756,4.10181651645513
"Krasnoy","Zip  14918",1,113419,-14.1315729818171,-43.401204915943
"Gravity Falls","ZIP is  14426",1,24649,-4.76285567678255,-32.6702339486699
"Krasnoy","ZIP is  15283",1,113419,-12.2747400691811,-34.2946695144894
"Innsmouth","15385",1,51682,-7.35072954547285,-32.5035644297209
"Janestown","17381",1,3092,-2.40838473733018,-26.439325883001
"Alphaville","Zip  15174",0,164039,17.4327341557543,28.5939475364415
"Belleville","ZIP is  18464",1,57290,-8.75420794520593,-34.7208559955166
"Hilltop","ZIP is  18799",1,15690,-3.65040377056686,-31.0783068003872
"Krasnoy","14682",1,113419,-12.3057429160569,-23.5017992145141
"Hilltop","ZIP is  18075",1,15690,-3.51407121582356,-24.4799338663507
"Castle Rock","ZIP:  15673",1,65658,-6.87266910715079,-12.6995276985988
"Gravity Falls","ZIP:  15781",1,24649,-5.13721359052173,-31.4092726720031
"Flagstone","Zip  14723",1,106161,-12.1400760293109,-28.5606866458645
"Flagstone","ZIP is  15948",1,106161,-13.4429237668881,-42.9698665183566
"Dogville","ZIP:  17918",0,25764,3.68075125885439,13.6285917438322
"Hilltop","17765",1,15690,-3.48962784760808,-23.5509408361888
"Innsmouth","Zip  15440",1,51682,-6.366787944325,-18.0012706430935
"Ebbing","17234",0,83511,8.51737686590624,11.3549430881617
"Janestown","16886",1,3092,-1.87603966011592,-19.4357533512025
"Gravity Falls","ZIP is  17350",1,24649,-4.53674809555213,-26.753049916177
"Ebbing","16752",0,83511,7.4184889360703,0.183182974505422
"Dogville","15877",0,25764,4.02918269440606,14.3272515506303
"Flagstone","18103",1,106161,-12.4836433952615,-33.7983511729019
"Innsmouth","Zip  18970",1,51682,-4.53285045916432,-4.39529527853456
"Gravity Falls","15240",1,24649,-4.52647756448693,-25.5943428003984
"Castle Rock","ZIP is  15176",1,65658,-8.68428106842824,-29.5474153524305
"Belleville","Zip  18199",1,57290,-7.74903274595346,-28.6832663827768
"Castle Rock","16085",1,65658,-7.93931656389529,-21.4827541301552
"Krasnoy","18492",1,113419,-12.7511994016035,-23.651091878565
"Castle Rock","ZIP:  14440",1,65658,-9.14688575485194,-34.6144014864948
"Innsmouth","Zip  17462",1,51682,-6.32809362830229,-18.7523145136901
"Flagstone","ZIP is  16960",1,106161,-14.6635183060304,-67.6362031487879
"Castle Rock","15108",1,65658,-10.1582633613436,-48.9401206415149
"Innsmouth","ZIP:  18060",1,51682,-8.02094056979215,-34.5380247022538
"Belleville","Zip  16106",1,57290,-7.61156626234091,-27.8068684088303
"Alphaville","ZIP:  17870",0,164039,16.8256275843251,22.3707481830211
"Janestown","ZIP is  15706",1,3092,-2.49607348516036,-21.8461133478751
"Gravity Falls","18914",1,24649,-4.41687485216469,-21.2076390907178
"Castle Rock","Zip  18169",1,65658,-7.51580588448136,-21.2420714257163
"Ebbing","ZIP:  18902",0,83511,9.06085686901237,14.5328934138182
"Castle Rock","ZIP is  18883",1,65658,-10.2053925396209,-45.1919425767754
"Castle Rock","ZIP:  14728",1,65658,-7.89722568414586,-18.8669988887237
"Alphaville","17972",0,164039,17.3845062997378,20.4897329678758
"Castle Rock","Zip  15225",1,65658,-7.76909302961284,-20.6306464456685
"Dogville","ZIP is  15963",0,25764,2.60815412278162,7.36120242671205
"Castle Rock","Zip  14519",1,65658,-9.49101895537799,-39.8265274808478
"Dogville","ZIP:  15648",0,25764,2.30309878139558,-5.06236295958163
"Dogville","ZIP:  18774",0,25764,3.83474419565935,17.3060343871311
"Krasnoy","Zip  18220",1,113419,-13.8040137854698,-35.4401573290232
"Gravity Falls","17404",1,24649,-4.21903455608206,-24.061828683527
"Innsmouth","ZIP:  17064",1,51682,-7.2930305206087,-29.5779281603848
"Flagstone","17079",1,106161,-13.583914600408,-41.2681915691757
"Janestown","18171",1,3092,-2.66325462250866,-22.9721904279064
"Belleville","ZIP:  17870",1,57290,-7.63730615531677,-32.9462989259388
"Innsmouth","ZIP is  16397",1,51682,-5.16372229389642,-6.38361997258905
"Janestown","18514",1,3092,-1.38335789346327,-15.7490210489157
"Castle Rock","ZIP:  14382",1,65658,-7.38415552992573,-25.0330370014112
"Flagstone","ZIP is  18428",1,106161,-14.230122466159,-52.2948506296659
"Flagstone","ZIP:  17398",1,106161,-14.203614353816,-51.2778078097305
"Belleville","Zip  14699",1,57290,-7.46272222625751,-25.4290427516145
"Belleville","Zip  15554",1,57290,-9.11200784523196,-42.0714104188089
"Gravity Falls","ZIP:  17902",1,24649,-4.10936483976101,-23.8072981408851
"Krasnoy","Zip  17196",1,113419,-14.1720035509096,-45.7706994836918
"Janestown","ZIP is  17343",1,3092,-1.61706532852803,-20.4778216511555
"Janestown","ZIP is  16131",1,3092,-3.33260400392912,-34.347553155705
"Belleville","ZIP is  14283",1,57290,-5.87979799746963,-9.0142384119702
"Ebbing","ZIP is  17921",0,83511,9.18190841299518,18.9715072649384
"Flagstone","17858",1,106161,-13.2875005262358,-38.4171495474527
"Krasnoy","14776",1,113419,-14.10255925257,-33.5994621261265
"Belleville","14234",1,57290,-8.58353391023315,-36.9169288300267
"Alphaville","Zip  18287",0,164039,15.5498538864697,8.19849394959895
"Janestown","ZIP:  14715",1,3092,-4.01525899397157,-38.2411669281156
"Janestown","ZIP:  15455",1,3092,-3.56521973613017,-32.4205938669627
"Flagstone","Zip  18740",1,106161,-12.3428346917855,-30.8511594674952
"Gravity Falls","ZIP:  15913",1,24649,-3.36830650813317,-14.2245933666537
"Hilltop","Zip  14526",1,15690,-3.8871533856197,-28.3987732657085
"Belleville","Zip  15452",1,57290,-7.32764399494061,-16.9872419116745
"Hilltop","14988",1,15690,-2.21980667978779,-16.7105677683939
"Castle Rock","ZIP is  16966",1,65658,-7.76310616257935,-19.2911351249116
"Janestown","ZIP:  15631",1,3092,-2.67562500496603,-26.4874415897017
"Krasnoy","17607",1,113419,-12.2735072946178,-23.9631451941645
"Castle Rock","18084",1,65658,-10.0955858119876,-47.7309943796592
"Gravity Falls","ZIP:  14404",1,24649,-4.53103686826528,-25.0769079003641
"Gravity Falls","14647",1,24649,-4.65585727673561,-29.3480173723906
"Castle Rock","ZIP:  14507",1,65658,-8.89216095809337,-33.0235734635617
"Hilltop","Zip  16213",1,15690,-2.77652247845529,-17.9517565652108
"Alphaville","ZIP:  17971",0,164039,17.2105513556866,6.88398900726334
"Ebbing","ZIP:  15543",0,83511,7.22636850059506,-5.34030326708333
"Janestown","ZIP is  18712",1,3092,-2.52967389729807,-24.0420663862537
"Janestown","14738",1,3092,-1.83220495780137,-18.5315801416218
"Gravity Falls","ZIP is  18393",1,24649,-4.45876844968784,-25.9422116090343
"Krasnoy","ZIP:  15673",1,113419,-12.9907338529468,-18.6609238121326
"Castle Rock","ZIP is  17488",1,65658,-8.86297214602964,-30.7732569367782
"Innsmouth","ZIP is  16247",1,51682,-6.98768015268052,-21.6599573628182
"Flagstone","Zip  17328",1,106161,-13.8743642585787,-47.3047933485457
"Alphaville","ZIP is  16502",0,164039,16.8338425160317,21.0864464270593
"Ebbing","Zip  18858",0,83511,8.65201761731505,18.1854599686344
"Flagstone","Zip  18631",1,106161,-11.4266736858709,-30.9701006112012
"Janestown","ZIP:  15799",1,3092,-0.792691604573299,-12.9256503014013
"Dogville","ZIP is  16210",0,25764,1.98243643719161,-5.20780052292028
"Castle Rock","ZIP:  15575",1,65658,-9.84769947805461,-42.3900702262649
"Krasnoy","ZIP is  16308",1,113419,-13.5024417482713,-24.5502295606553
"Dogville","ZIP:  16554",0,25764,2.34164575461155,3.43443523589843
"Innsmouth","ZIP:  16295",1,51682,-7.24581579056807,-28.995240654573
"Innsmouth","ZIP is  16755",1,51682,-8.27905915736894,-36.3597877083133
"Ebbing","15332",0,83511,7.51237968519577,-0.178012521459303
"Belleville","ZIP:  17755",1,57290,-5.57782920057513,-13.4928614981308
"Krasnoy","Zip  18143",1,113419,-13.1360216028213,-30.9798904175549
"Castle Rock","Zip  18634",1,65658,-10.5752717901387,-46.9718823338756
"Gravity Falls","18284",1,24649,-3.58754080563654,-16.6351376633086
"Gravity Falls","Zip  14577",1,24649,-3.00547611474825,-11.3101067223178
"Hilltop","ZIP:  17120",1,15690,-2.42943244259329,-10.0204701012833
"Alphaville","Zip  14664",0,164039,16.0874238603012,15.0382900310843
"Innsmouth","15248",1,51682,-8.70527444339363,-41.3352554961646
"Dogville","Zip  17777",0,25764,3.49171102540082,11.645215028579
"Castle Rock","18623",1,65658,-7.39054522292594,-16.7610684014493
"Janestown","Zip  15886",1,3092,-2.80181673040167,-7.97272750303944
"Flagstone","Zip  16743",1,106161,-13.1766244366874,-28.050623356344
"Innsmouth","17293",1,51682,-5.90237026571777,-12.3226354016206
"Dogville","Zip  14990",0,25764,3.06855496402477,9.19314667469922
"Krasnoy","17710",1,113419,-13.1677105313592,-31.4628194421765
"Flagstone","16421",1,106161,-12.7534011615684,-22.9731203029169
"Alphaville","ZIP:  17802",0,164039,17.2357167903932,27.2338413122149
"Janestown","ZIP is  15771",1,3092,-3.07941577639096,-32.28160536743
"Belleville",NA,1,57290,-9.06740763955625,-41.4469987849046
"Dogville","ZIP:  14112",0,25764,3.44026633734839,12.0435426992685
"Dogville","Zip  17297",0,25764,2.97118269033049,16.3787479281044
"Belleville","Zip  14340",1,57290,-8.06704864187245,-32.2779416770368
"Castle Rock","ZIP is  14426",1,65658,-10.1965120604474,-50.1020188547328
"Krasnoy","ZIP is  14858",1,113419,-13.2568698070532,-33.7376509054551
"Belleville","ZIP is  18755",1,57290,-5.500901551834,-5.75722295695438
"Belleville","Zip  14838",1,57290,-9.46162525595572,-45.8447930589115
"Krasnoy","ZIP is  15394",1,113419,-11.7141667971873,-17.6527654802466
"Dogville","Zip  16610",0,25764,2.78196070328584,4.78520715367216
"Flagstone","Zip  14403",1,106161,-13.755991731093,-43.8588863444144
"Krasnoy","ZIP:  17276",1,113419,-13.3924598019303,-35.2078070337523
"Alphaville","ZIP is  17403",0,164039,17.9424327807671,34.8801234019187
"Janestown","ZIP is  17441",1,3092,-0.815327176811383,-8.60479679284633
"Dogville","ZIP is  16133",0,25764,0.639844491397315,-14.5240200588851
"Flagstone","Zip  15755",1,106161,-12.798364974884,-35.5978362709312
"Ebbing","Zip  17838",0,83511,9.16841003642157,16.7596827550615
"Castle Rock","18164",1,65658,-7.53283728083216,-21.9686217553907
"Castle Rock","ZIP:  17013",1,65658,-10.5084259064584,-47.5452771686043
"Flagstone","ZIP is  17111",1,106161,-10.6709724107642,-12.9341706622982
"Dogville","ZIP is  15161",0,25764,3.15445941913608,8.80564121061718
"Gravity Falls","ZIP:  16483",1,24649,-4.47576617998784,-25.4773478711914
"Flagstone","Zip  17051",1,106161,-12.9047538325013,-31.0064533733257
"Alphaville","18924",0,164039,17.0112083928611,20.0144849754267
"Dogville","ZIP:  16884",0,25764,2.47794893510876,3.60143137536569
"Gravity Falls","Zip  15123",1,24649,-2.20543159183908,1.18399753221718
"Ebbing","ZIP:  16236",0,83511,8.09586932139172,6.89064703855911
"Innsmouth","ZIP is  14225",1,51682,-6.1581034742553,-16.3192446958567
"Hilltop","Zip  15778",1,15690,-2.47384639957775,-13.4329458540068
"Janestown","Zip  17378",1,3092,-2.53818829647979,-26.3030171677872
"Flagstone","15167",1,106161,-12.9376330458648,-36.0576618620798
"Castle Rock","18276",1,65658,-7.83847074971178,-23.0543190073711
"Janestown","ZIP is  17117",1,3092,-2.48531304873847,-28.0312430433822
"Hilltop","ZIP:  14412",1,15690,-2.81339356081279,-21.8225046603818
"Ebbing","Zip  14751",0,83511,7.26366138432235,-12.199467915134
"Ebbing","Zip  16300",0,83511,7.81348039386992,0.379456959890487
"Hilltop","ZIP:  16652",1,15690,-4.30448956902426,-33.5202860432451
"Krasnoy","15682",1,113419,-13.5134197518845,-37.1352445143764
"Castle Rock","14525",1,65658,-8.10528501380452,-25.4357932163929
"Castle Rock","Zip  17770",1,65658,-7.2063371974966,-20.8691823443828
"Innsmouth","ZIP is  16212",1,51682,-7.45769371149722,-33.0266644094267
"Belleville","ZIP:  14995",1,57290,-8.32232707654423,-38.2499013528912
"Janestown","ZIP:  16604",1,3092,0.250402674898952,1.83300054221639
"Castle Rock","16642",1,65658,-8.38080303932383,-34.1997104006761
"Krasnoy","Zip  17907",1,113419,-13.7100936638513,-44.4879833421895
"Hilltop","ZIP is  14989",1,15690,-2.5625026154039,-19.0351320991368
"Ebbing","ZIP is  17349",0,83511,7.94888791854529,0.492572660366823
"Hilltop","18131",1,15690,-5.41271454409766,-45.1571459628903
"Ebbing","ZIP is  14376",0,83511,9.1867886766847,15.9562373128941
"Alphaville","ZIP:  18770",0,164039,16.8052386997135,24.0855489235797
"Krasnoy","ZIP is  18206",1,113419,-14.3166225674502,-47.7486583819031
"Innsmouth","14305",1,51682,-7.28712509974047,-31.7651089672852
"Alphaville","ZIP is  14090",0,164039,15.6991978252786,7.09424791531841
"Ebbing","ZIP:  17730",0,83511,7.82616046729281,0.822174499928293
"Ebbing","ZIP:  16160",0,83511,10.2725373266106,29.2895435125843
"Dogville","ZIP is  18468",0,25764,2.6303040485899,3.44333169956085
"Alphaville","16886",0,164039,15.0433023682241,1.03164432315477
"Hilltop","15385",1,15690,-2.59411580868889,-19.2374760424827
